pagina,indice,texto,href,tipo,estado,destino,observacion,decision_revisor,evidencia_revisor
/orientaciones/modernizacion-territorio-contradicciones-regimen-porfirista/,17,"Porfirio Díaz (1830-1915): La Constitución, la dictadura y la reelección",/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,ruta_interna,resuelto_localmente,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,,aprobado,/orientaciones/modernizacion-territorio-contradicciones-regimen-porfirista/: destino local presente en dist/.
/orientaciones/modernizacion-territorio-contradicciones-regimen-porfirista/,18,Régimen Porfirista,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/orientaciones/modernizacion-territorio-contradicciones-regimen-porfirista/: destino local presente en dist/.
/orientaciones/modernizacion-territorio-contradicciones-regimen-porfirista/,19,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/orientaciones/modernizacion-territorio-contradicciones-regimen-porfirista/: destino local presente en dist/.
/orientaciones/modernizacion-territorio-contradicciones-regimen-porfirista/,20,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/orientaciones/modernizacion-territorio-contradicciones-regimen-porfirista/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,8,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,9,HIST2_0003: El sistema político mexicano,/lecturas/sistema-politico-mexicano/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-mexicano/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,10,HIST2_0007: Teorizando sobre la Revolución Mexicana: interpretaciones de sus historiadores y cronistas,/lecturas/teorizando-revolucion-mexicana/,ruta_interna,resuelto_localmente,/lecturas/teorizando-revolucion-mexicana/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,11,HIST2_0015: Las elecciones y el sistema político,/lecturas/elecciones-sistema-politico/,ruta_interna,resuelto_localmente,/lecturas/elecciones-sistema-politico/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,12,HIST2_0016: El sistema político mexicano: la etapa clásica,/lecturas/sistema-politico-etapa-clasica/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-etapa-clasica/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,13,"HIST2_0002: Yaquis. Memoria, territorio y participación política",/lecturas/yaquis-memoria-territorio-participacion-politica/,ruta_interna,resuelto_localmente,/lecturas/yaquis-memoria-territorio-participacion-politica/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,14,HIST2_0008: Documentos fundamentales de la Revolución Mexicana,/lecturas/documentos-fundamentales-revolucion-mexicana/,ruta_interna,resuelto_localmente,/lecturas/documentos-fundamentales-revolucion-mexicana/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,15,HIST2_0008: Documentos fundamentales de la Revolución Mexicana,/lecturas/documentos-fundamentales-revolucion-mexicana/,ruta_interna,resuelto_localmente,/lecturas/documentos-fundamentales-revolucion-mexicana/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,16,"HIST2_0014: Relaciones México-Estados Unidos, 1911-1918",/lecturas/relaciones-mexico-estados-unidos-1911-1918/,ruta_interna,resuelto_localmente,/lecturas/relaciones-mexico-estados-unidos-1911-1918/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,17,"HIST2_0018: Sobre Soledad Loaeza, A la sombra de la superpotencia: tres presidentes mexicanos en la Guerra Fría, 1945-1958",/lecturas/resena-loaeza-sombra-superpotencia/,ruta_interna,resuelto_localmente,/lecturas/resena-loaeza-sombra-superpotencia/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,18,"HIST2_0002: Yaquis. Memoria, territorio y participación política",/lecturas/yaquis-memoria-territorio-participacion-politica/,ruta_interna,resuelto_localmente,/lecturas/yaquis-memoria-territorio-participacion-politica/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,19,HIST2_0008: Documentos fundamentales de la Revolución Mexicana,/lecturas/documentos-fundamentales-revolucion-mexicana/,ruta_interna,resuelto_localmente,/lecturas/documentos-fundamentales-revolucion-mexicana/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,20,HIST2_0013: La prensa como instrumento científico en tiempos de la Revolución,/lecturas/prensa-instrumento-cientifico-revolucion/,ruta_interna,resuelto_localmente,/lecturas/prensa-instrumento-cientifico-revolucion/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,21,HIST2_0015: Las elecciones y el sistema político,/lecturas/elecciones-sistema-politico/,ruta_interna,resuelto_localmente,/lecturas/elecciones-sistema-politico/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,22,HIST2_0016: El sistema político mexicano: la etapa clásica,/lecturas/sistema-politico-etapa-clasica/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-etapa-clasica/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,23,"HIST2_0018: Sobre Soledad Loaeza, A la sombra de la superpotencia: tres presidentes mexicanos en la Guerra Fría, 1945-1958",/lecturas/resena-loaeza-sombra-superpotencia/,ruta_interna,resuelto_localmente,/lecturas/resena-loaeza-sombra-superpotencia/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,24,"Ruta B: Cardenismo, territorio y reformas sociales",#ruta-analisis-b,ancla_en_pagina,resuelto_localmente,#ruta-analisis-b,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,25,"Ruta D: Educación, ciencia, cultura y ciudadanía",#ruta-analisis-d,ancla_en_pagina,resuelto_localmente,#ruta-analisis-d,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,26,"Yaquis. Memoria, territorio y participación política",/lecturas/yaquis-memoria-territorio-participacion-politica/,ruta_interna,resuelto_localmente,/lecturas/yaquis-memoria-territorio-participacion-politica/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,27,Ruta A: Del caudillismo a las instituciones,#ruta-analisis-a,ancla_en_pagina,resuelto_localmente,#ruta-analisis-a,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,28,El sistema político mexicano,/lecturas/sistema-politico-mexicano/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-mexicano/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,29,Ruta A: Del caudillismo a las instituciones,#ruta-analisis-a,ancla_en_pagina,resuelto_localmente,#ruta-analisis-a,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,30,Teorizando sobre la Revolución Mexicana: interpretaciones de sus historiadores y cronistas,/lecturas/teorizando-revolucion-mexicana/,ruta_interna,resuelto_localmente,/lecturas/teorizando-revolucion-mexicana/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,31,"Ruta B: Cardenismo, territorio y reformas sociales",#ruta-analisis-b,ancla_en_pagina,resuelto_localmente,#ruta-analisis-b,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,32,"Ruta C: Soberanía, Constitución y política exterior",#ruta-analisis-c,ancla_en_pagina,resuelto_localmente,#ruta-analisis-c,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,33,"Ruta D: Educación, ciencia, cultura y ciudadanía",#ruta-analisis-d,ancla_en_pagina,resuelto_localmente,#ruta-analisis-d,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,34,Documentos fundamentales de la Revolución Mexicana,/lecturas/documentos-fundamentales-revolucion-mexicana/,ruta_interna,resuelto_localmente,/lecturas/documentos-fundamentales-revolucion-mexicana/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,35,"Ruta D: Educación, ciencia, cultura y ciudadanía",#ruta-analisis-d,ancla_en_pagina,resuelto_localmente,#ruta-analisis-d,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,36,La prensa como instrumento científico en tiempos de la Revolución,/lecturas/prensa-instrumento-cientifico-revolucion/,ruta_interna,resuelto_localmente,/lecturas/prensa-instrumento-cientifico-revolucion/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,37,"Ruta C: Soberanía, Constitución y política exterior",#ruta-analisis-c,ancla_en_pagina,resuelto_localmente,#ruta-analisis-c,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,38,"Relaciones México-Estados Unidos, 1911-1918",/lecturas/relaciones-mexico-estados-unidos-1911-1918/,ruta_interna,resuelto_localmente,/lecturas/relaciones-mexico-estados-unidos-1911-1918/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,39,Ruta A: Del caudillismo a las instituciones,#ruta-analisis-a,ancla_en_pagina,resuelto_localmente,#ruta-analisis-a,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,40,"Ruta E: Herencias, arreglos y contradicciones de posguerra",#ruta-analisis-e,ancla_en_pagina,resuelto_localmente,#ruta-analisis-e,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,41,Las elecciones y el sistema político,/lecturas/elecciones-sistema-politico/,ruta_interna,resuelto_localmente,/lecturas/elecciones-sistema-politico/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,42,Ruta A: Del caudillismo a las instituciones,#ruta-analisis-a,ancla_en_pagina,resuelto_localmente,#ruta-analisis-a,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,43,"Ruta E: Herencias, arreglos y contradicciones de posguerra",#ruta-analisis-e,ancla_en_pagina,resuelto_localmente,#ruta-analisis-e,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,44,El sistema político mexicano: la etapa clásica,/lecturas/sistema-politico-etapa-clasica/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-etapa-clasica/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,45,"Ruta C: Soberanía, Constitución y política exterior",#ruta-analisis-c,ancla_en_pagina,resuelto_localmente,#ruta-analisis-c,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,46,"Ruta E: Herencias, arreglos y contradicciones de posguerra",#ruta-analisis-e,ancla_en_pagina,resuelto_localmente,#ruta-analisis-e,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,47,"Sobre Soledad Loaeza, A la sombra de la superpotencia: tres presidentes mexicanos en la Guerra Fría, 1945-1958",/lecturas/resena-loaeza-sombra-superpotencia/,ruta_interna,resuelto_localmente,/lecturas/resena-loaeza-sombra-superpotencia/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,48,Estado surgido de la Revolución,/unidades/estado-surgido-de-la-revolucion/,ruta_interna,resuelto_localmente,/unidades/estado-surgido-de-la-revolucion/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,49,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,50,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,8,Arquitectura del sistema político autoritario,/orientaciones/arquitectura-sistema-politico-autoritario/,ruta_interna,resuelto_localmente,/orientaciones/arquitectura-sistema-politico-autoritario/,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,9,Consultar orientación →,/orientaciones/arquitectura-sistema-politico-autoritario/,ruta_interna,resuelto_localmente,/orientaciones/arquitectura-sistema-politico-autoritario/,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,10,El sistema político mexicano,/lecturas/sistema-politico-mexicano/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-mexicano/,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,11,Las elecciones y el sistema político,/lecturas/elecciones-sistema-politico/,ruta_interna,resuelto_localmente,/lecturas/elecciones-sistema-politico/,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,12,El sistema político mexicano: la etapa clásica,/lecturas/sistema-politico-etapa-clasica/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-etapa-clasica/,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,13,"Sobre Soledad Loaeza, A la sombra de la superpotencia: tres presidentes mexicanos en la Guerra Fría, 1945-1958",/lecturas/resena-loaeza-sombra-superpotencia/,ruta_interna,resuelto_localmente,/lecturas/resena-loaeza-sombra-superpotencia/,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,14,Documentos fundamentales de la Revolución Mexicana,/lecturas/documentos-fundamentales-revolucion-mexicana/,ruta_interna,resuelto_localmente,/lecturas/documentos-fundamentales-revolucion-mexicana/,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,15,Sistema político mexicano: desarrollo y reacomodo del poder,/lecturas/sistema-politico-desarrollo-reacomodo-poder/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-desarrollo-reacomodo-poder/,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,16,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/consolidacion-sistema-politico-autoritario/,17,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/unidades/consolidacion-sistema-politico-autoritario/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,8,ORI_HIST2_U3_TRAMA_01,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,ruta_interna,resuelto_localmente,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,9,Trama transversal de la Unidad 3 — Estado surgido de la Revolución,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,ruta_interna,resuelto_localmente,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,10,Consultar orientación →,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,ruta_interna,resuelto_localmente,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,11,"Yaquis. Memoria, territorio y participación política",/lecturas/yaquis-memoria-territorio-participacion-politica/,ruta_interna,resuelto_localmente,/lecturas/yaquis-memoria-territorio-participacion-politica/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,12,El sistema político mexicano,/lecturas/sistema-politico-mexicano/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-mexicano/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,13,Teorizando sobre la Revolución Mexicana: interpretaciones de sus historiadores y cronistas,/lecturas/teorizando-revolucion-mexicana/,ruta_interna,resuelto_localmente,/lecturas/teorizando-revolucion-mexicana/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,14,Documentos fundamentales de la Revolución Mexicana,/lecturas/documentos-fundamentales-revolucion-mexicana/,ruta_interna,resuelto_localmente,/lecturas/documentos-fundamentales-revolucion-mexicana/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,15,La prensa como instrumento científico en tiempos de la Revolución,/lecturas/prensa-instrumento-cientifico-revolucion/,ruta_interna,resuelto_localmente,/lecturas/prensa-instrumento-cientifico-revolucion/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,16,"Relaciones México-Estados Unidos, 1911-1918",/lecturas/relaciones-mexico-estados-unidos-1911-1918/,ruta_interna,resuelto_localmente,/lecturas/relaciones-mexico-estados-unidos-1911-1918/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,17,Las elecciones y el sistema político,/lecturas/elecciones-sistema-politico/,ruta_interna,resuelto_localmente,/lecturas/elecciones-sistema-politico/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,18,El sistema político mexicano: la etapa clásica,/lecturas/sistema-politico-etapa-clasica/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-etapa-clasica/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,19,"Sobre Soledad Loaeza, A la sombra de la superpotencia: tres presidentes mexicanos en la Guerra Fría, 1945-1958",/lecturas/resena-loaeza-sombra-superpotencia/,ruta_interna,resuelto_localmente,/lecturas/resena-loaeza-sombra-superpotencia/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,20,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/estado-surgido-de-la-revolucion/,21,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/unidades/estado-surgido-de-la-revolucion/: destino local presente en dist/.
/unidades/neoliberalismo-y-alternancia/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/unidades/neoliberalismo-y-alternancia/: destino local presente en dist/.
/unidades/neoliberalismo-y-alternancia/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/unidades/neoliberalismo-y-alternancia/: destino local presente en dist/.
/unidades/neoliberalismo-y-alternancia/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/unidades/neoliberalismo-y-alternancia/: destino local presente en dist/.
/unidades/neoliberalismo-y-alternancia/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/unidades/neoliberalismo-y-alternancia/: destino local presente en dist/.
/unidades/neoliberalismo-y-alternancia/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/unidades/neoliberalismo-y-alternancia/: destino local presente en dist/.
/unidades/neoliberalismo-y-alternancia/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/unidades/neoliberalismo-y-alternancia/: destino local presente en dist/.
/unidades/neoliberalismo-y-alternancia/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/unidades/neoliberalismo-y-alternancia/: destino local presente en dist/.
